TransactionID,CustomerID,Date,ProductID,Price,Qty,TotalAmount,StoreID,StoreName,GroupStore,Type,Latitude,Longitude,Product Name,Age,Gender,Marital Status,Income,Day,Month,Year
TR18471,17,2022-07-02,P9,10000,1,10000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Yoghurt,35,0,Married,"3,14",2,7,2022
TR19616,302,2022-07-02,P8,16000,3,48000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Oat,51,0,Married,"15,43",2,7,2022
TR34452,218,2022-07-02,P7,9400,5,47000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Coffee Candy,29,0,Married,"3,52",2,7,2022
TR35601,356,2022-07-02,P10,15000,3,45000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Cheese Stick,56,0,Married,"13,25",2,7,2022
TR37048,281,2022-07-02,P3,7500,2,15000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Crackers,35,0,Married,"3,03",2,7,2022
TR42480,310,2022-07-02,P3,7500,6,45000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Crackers,23,0,Married,"4,17",2,7,2022
TR43486,125,2022-07-02,P5,4200,4,16800,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Thai Tea,55,1,Married,"12,75",2,7,2022
TR46328,172,2022-07-02,P4,12000,5,60000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Potato Chip,57,1,Married,"8,96",2,7,2022
TR61763,380,2022-07-02,P9,10000,3,30000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Yoghurt,40,0,Married,"5,77",2,7,2022
TR82925,325,2022-07-02,P5,4200,3,12600,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Thai Tea,37,0,Single,"3,25",2,7,2022
TR85800,149,2022-07-02,P3,7500,1,7500,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Crackers,61,1,Married,"3,96",2,7,2022
TR89488,92,2022-07-02,P5,4200,4,16800,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Thai Tea,60,0,Married,"10,72",2,7,2022
TR91570,52,2022-07-02,P1,8800,9,79200,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Choco Bar,37,0,Married,"3,73",2,7,2022
TR10947,174,2022-07-03,P9,10000,4,40000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Yoghurt,45,1,Married,"17,34",3,7,2022
TR1281,81,2022-07-03,P9,10000,1,10000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Yoghurt,44,0,Married,"19,49",3,7,2022
TR13665,142,2022-07-03,P2,3200,6,19200,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Ginger Candy ,23,1,Single,"1,58",3,7,2022
TR16195,220,2022-07-03,P6,18000,3,54000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Cashew,45,0,Married,"16,35",3,7,2022
TR20979,270,2022-07-03,P10,15000,5,75000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Cheese Stick,49,1,Married,"8,81",3,7,2022
TR225,400,2022-07-03,P5,4200,2,8400,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Thai Tea,23,1,Single,"2,79",3,7,2022
TR2611,360,2022-07-03,P8,16000,1,16000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Oat,54,0,Married,"35,78",3,7,2022
TR31751,108,2022-07-03,P7,9400,2,18800,13,Buana,Buana,General Trade,"-1,26916","116,825264",Coffee Candy,25,0,Single,"6,87",3,7,2022
TR40115,299,2022-07-03,P7,9400,6,56400,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Coffee Candy,37,1,Married,"4,54",3,7,2022
TR456,393,2022-07-03,P9,10000,5,50000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Yoghurt,22,0,Single,0,3,7,2022
TR49304,72,2022-07-03,P3,7500,4,30000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Crackers,26,0,Single,"1,81",3,7,2022
TR63644,149,2022-07-03,P7,9400,5,47000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Coffee Candy,61,1,Married,"3,96",3,7,2022
TR66398,390,2022-07-03,P3,7500,1,7500,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Crackers,20,1,Single,"3,7",3,7,2022
TR71129,7,2022-07-03,P9,10000,2,20000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Yoghurt,31,0,Married,"4,57",3,7,2022
TR71642,233,2022-07-03,P1,8800,4,35200,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Choco Bar,43,1,Married,"5,69",3,7,2022
TR96325,13,2022-07-03,P5,4200,5,21000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Thai Tea,23,0,Single,"2,03",3,7,2022
TR18804,217,2022-07-04,P2,3200,7,22400,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Ginger Candy ,39,1,Single,"6,96",4,7,2022
TR18916,39,2022-07-04,P9,10000,7,70000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Yoghurt,66,1,Married,"6,19",4,7,2022
TR2485,384,2022-07-04,P3,7500,6,45000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Crackers,59,1,Married,"4,42",4,7,2022
TR3208,259,2022-07-04,P7,9400,6,56400,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Coffee Candy,59,1,Married,"4,44",4,7,2022
TR54646,112,2022-07-04,P10,15000,5,75000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Cheese Stick,31,1,Married,"4,44",4,7,2022
TR72546,237,2022-07-04,P5,4200,5,21000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Thai Tea,35,1,Married,"8,14",4,7,2022
TR74803,47,2022-07-04,P9,10000,1,10000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Yoghurt,35,1,Married,"9,56",4,7,2022
TR79007,140,2022-07-04,P5,4200,3,12600,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Thai Tea,54,0,Married,"9,57",4,7,2022
TR16451,343,2022-07-05,P8,16000,3,48000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Oat,29,0,Married,"2,26",5,7,2022
TR19197,16,2022-07-05,P6,18000,1,18000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Cashew,52,0,Married,"11,8",5,7,2022
TR20454,266,2022-07-05,P10,15000,3,45000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Cheese Stick,72,1,Married,"4,72",5,7,2022
TR20792,58,2022-07-05,P5,4200,5,21000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Thai Tea,27,1,Married,"4,43",5,7,2022
TR21762,5,2022-07-05,P9,10000,7,70000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Yoghurt,58,1,Married,"3,57",5,7,2022
TR31724,409,2022-07-05,P10,15000,3,45000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Cheese Stick,47,0,Married,"28,23",5,7,2022
TR37789,10,2022-07-05,P4,12000,1,12000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Potato Chip,34,1,Married,4,5,7,2022
TR51478,239,2022-07-05,P5,4200,2,8400,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Thai Tea,41,1,Married,"6,55",5,7,2022
TR57847,363,2022-07-05,P1,8800,10,88000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Choco Bar,35,0,Married,"6,05",5,7,2022
TR69229,46,2022-07-05,P8,16000,2,32000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Oat,36,1,Married,"8,31",5,7,2022
TR74692,89,2022-07-05,P10,15000,2,30000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Cheese Stick,32,0,Married,"9,68",5,7,2022
TR78634,198,2022-07-05,P5,4200,2,8400,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Thai Tea,45,0,Married,"10,69",5,7,2022
TR92181,342,2022-07-05,P2,3200,3,9600,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Ginger Candy ,48,1,Married,"13,55",5,7,2022
TR93280,287,2022-07-05,P3,7500,3,22500,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Crackers,36,0,Single,"3,7",5,7,2022
TR13781,54,2022-07-06,P3,7500,6,45000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Crackers,42,0,Single,"9,68",6,7,2022
TR18051,27,2022-07-06,P8,16000,2,32000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Oat,43,0,Married,"17,42",6,7,2022
TR18373,444,2022-07-06,P4,12000,2,24000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Potato Chip,53,0,Married,"15,31",6,7,2022
TR27786,422,2022-07-06,P7,9400,4,37600,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Coffee Candy,21,1,Single,"3,88",6,7,2022
TR32727,223,2022-07-06,P8,16000,3,48000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Oat,62,1,Single,"5,35",6,7,2022
TR35138,276,2022-07-06,P1,8800,10,88000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Choco Bar,31,1,Married,"8,96",6,7,2022
TR5562,141,2022-07-06,P5,4200,3,12600,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Thai Tea,65,1,Married,"9,94",6,7,2022
TR57283,2,2022-07-06,P5,4200,3,12600,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Thai Tea,60,1,Married,"6,23",6,7,2022
TR6695,220,2022-07-06,P9,10000,3,30000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Yoghurt,45,0,Married,"16,35",6,7,2022
TR77916,229,2022-07-06,P3,7500,5,37500,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Crackers,32,0,Married,"10,17",6,7,2022
TR87271,237,2022-07-06,P9,10000,2,20000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Yoghurt,35,1,Married,"8,14",6,7,2022
TR87345,4,2022-07-06,P5,4200,3,12600,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Thai Tea,31,1,Married,"4,87",6,7,2022
TR97169,158,2022-07-06,P5,4200,2,8400,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Thai Tea,49,1,Married,"5,6",6,7,2022
TR2430,189,2022-07-07,P4,12000,4,48000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Potato Chip,59,1,Single,"5,15",7,7,2022
TR26517,133,2022-07-07,P10,15000,4,60000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Cheese Stick,47,1,Married,"20,81",7,7,2022
TR27651,15,2022-07-07,P6,18000,3,54000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Cashew,30,0,Married,"4,52",7,7,2022
TR28097,355,2022-07-07,P5,4200,5,21000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Thai Tea,19,1,Single,0,7,7,2022
TR30435,95,2022-07-07,P8,16000,2,32000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Oat,52,0,Married,"17,42",7,7,2022
TR36777,305,2022-07-07,P5,4200,4,16800,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Thai Tea,29,1,Married,"4,08",7,7,2022
TR37642,3,2022-07-07,P7,9400,4,37600,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Coffee Candy,32,1,Married,"9,17",7,7,2022
TR40524,84,2022-07-07,P10,15000,3,45000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Cheese Stick,54,0,Married,"18,12",7,7,2022
TR42912,77,2022-07-07,P9,10000,6,60000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Yoghurt,26,0,Married,"4,67",7,7,2022
TR457,246,2022-07-07,P8,16000,1,16000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Oat,40,1,Single,"21,81",7,7,2022
TR51719,50,2022-07-07,P8,16000,3,48000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Oat,31,1,Married,"6,01",7,7,2022
TR56456,53,2022-07-07,P5,4200,3,12600,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Thai Tea,32,0,Married,"7,36",7,7,2022
TR62586,251,2022-07-07,P1,8800,3,26400,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Choco Bar,45,1,Married,"3,38",7,7,2022
TR66543,97,2022-07-07,P9,10000,1,10000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Yoghurt,51,1,Married,"20,22",7,7,2022
TR82062,192,2022-07-07,P3,7500,3,22500,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Crackers,26,0,Single,"4,47",7,7,2022
TR83991,391,2022-07-07,P2,3200,3,9600,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Ginger Candy ,26,0,Married,"4,98",7,7,2022
TR84427,110,2022-07-07,P7,9400,3,28200,13,Buana,Buana,General Trade,"-1,26916","116,825264",Coffee Candy,19,0,Married,"2,41",7,7,2022
TR91305,17,2022-07-07,P7,9400,6,56400,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Coffee Candy,35,0,Married,"3,14",7,7,2022
TR96589,133,2022-07-07,P7,9400,6,56400,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Coffee Candy,47,1,Married,"20,81",7,7,2022
TR19851,3,2022-07-08,P4,12000,3,36000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Potato Chip,32,1,Married,"9,17",8,7,2022
TR35585,214,2022-07-08,P7,9400,4,37600,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Coffee Candy,52,0,Married,"13,14",8,7,2022
TR38669,166,2022-07-08,P4,12000,5,60000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Potato Chip,33,0,Married,"3,33",8,7,2022
TR42976,315,2022-07-08,P2,3200,3,9600,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Ginger Candy ,29,1,Married,"4,18",8,7,2022
TR4386,54,2022-07-08,P10,15000,1,15000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Cheese Stick,42,0,Single,"9,68",8,7,2022
TR46056,247,2022-07-08,P6,18000,2,36000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Cashew,33,1,Married,"8,11",8,7,2022
TR6198,233,2022-07-08,P7,9400,4,37600,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Coffee Candy,43,1,Married,"5,69",8,7,2022
TR64486,258,2022-07-08,P3,7500,1,7500,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Crackers,51,0,Married,"12,57",8,7,2022
TR65593,395,2022-07-08,P5,4200,5,21000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Thai Tea,28,0,Married,"3,39",8,7,2022
TR71106,218,2022-07-08,P2,3200,6,19200,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Ginger Candy ,29,0,Married,"3,52",8,7,2022
TR86702,388,2022-07-08,P2,3200,6,19200,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Ginger Candy ,44,1,Married,"16,12",8,7,2022
TR90952,362,2022-07-08,P9,10000,3,30000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Yoghurt,25,0,Single,"7,47",8,7,2022
TR97236,255,2022-07-08,P3,7500,3,22500,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Crackers,24,1,Single,"5,78",8,7,2022
TR17912,152,2022-07-09,P3,7500,4,30000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Crackers,59,1,Married,"10,68",9,7,2022
TR19550,174,2022-07-09,P9,10000,6,60000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Yoghurt,45,1,Married,"17,34",9,7,2022
TR258,96,2022-07-09,P5,4200,3,12600,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Thai Tea,55,0,Married,"13,67",9,7,2022
TR29093,232,2022-07-09,P8,16000,3,48000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Oat,62,0,Married,"7,32",9,7,2022
TR38700,231,2022-07-09,P6,18000,1,18000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Cashew,51,1,Married,"16,59",9,7,2022
TR44905,170,2022-07-09,P5,4200,2,8400,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Thai Tea,36,0,Married,"7,55",9,7,2022
TR46690,171,2022-07-09,P6,18000,3,54000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Cashew,40,0,Married,"10,05",9,7,2022
TR49701,414,2022-07-09,P10,15000,5,75000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Cheese Stick,21,1,Single,"0,74",9,7,2022
TR5084,176,2022-07-09,P5,4200,4,16800,13,Buana,Buana,General Trade,"-1,26916","116,825264",Thai Tea,54,1,Married,"18,32",9,7,2022
TR67334,354,2022-07-09,P8,16000,3,48000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Oat,53,1,Married,"16,94",9,7,2022
TR70093,128,2022-07-09,P9,10000,6,60000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Yoghurt,0,1,Single,"6,77",9,7,2022
TR70098,268,2022-07-09,P8,16000,1,16000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Oat,49,1,Single,"5,18",9,7,2022
TR9376,427,2022-07-09,P3,7500,2,15000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Crackers,54,0,Married,"16,88",9,7,2022
TR99503,443,2022-07-09,P6,18000,1,18000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Cashew,33,1,Married,"9,28",9,7,2022
TR20698,343,2022-07-10,P4,12000,1,12000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Potato Chip,29,0,Married,"2,26",10,7,2022
TR32454,363,2022-07-10,P5,4200,3,12600,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Thai Tea,35,0,Married,"6,05",10,7,2022
TR32974,219,2022-07-10,P3,7500,2,15000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Crackers,39,0,Single,"9,73",10,7,2022
TR51807,315,2022-07-10,P10,15000,1,15000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Cheese Stick,29,1,Married,"4,18",10,7,2022
TR58251,279,2022-07-10,P5,4200,5,21000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Thai Tea,62,0,Married,"5,35",10,7,2022
TR81797,37,2022-07-10,P1,8800,10,88000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Choco Bar,51,0,Married,"17,11",10,7,2022
TR90402,323,2022-07-10,P3,7500,4,30000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Crackers,58,0,Married,"10,55",10,7,2022
TR95008,319,2022-07-10,P2,3200,7,22400,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Ginger Candy ,39,0,Married,"8,82",10,7,2022
TR96588,221,2022-07-10,P3,7500,1,7500,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Crackers,23,1,Single,"7,5",10,7,2022
TR14050,431,2022-07-11,P10,15000,3,45000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Cheese Stick,40,1,Married,"9,51",11,7,2022
TR19919,143,2022-07-11,P9,10000,6,60000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Yoghurt,25,1,Single,"2,87",11,7,2022
TR3197,96,2022-07-11,P3,7500,1,7500,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Crackers,55,0,Married,"13,67",11,7,2022
TR61088,1,2022-07-11,P4,12000,2,24000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Potato Chip,55,1,Married,"5,12",11,7,2022
TR61164,95,2022-07-11,P5,4200,3,12600,13,Buana,Buana,General Trade,"-1,26916","116,825264",Thai Tea,52,0,Married,"17,42",11,7,2022
TR74348,20,2022-07-11,P3,7500,4,30000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Crackers,43,0,Married,"18,91",11,7,2022
TR9460,354,2022-07-11,P8,16000,2,32000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Oat,53,1,Married,"16,94",11,7,2022
TR95391,416,2022-07-11,P5,4200,4,16800,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Thai Tea,27,1,Married,"3,43",11,7,2022
TR98335,130,2022-07-11,P6,18000,4,72000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Cashew,40,0,Married,"9,73",11,7,2022
TR12333,411,2022-07-12,P10,15000,5,75000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Cheese Stick,19,1,Single,0,12,7,2022
TR1310,306,2022-07-12,P6,18000,2,36000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Cashew,49,0,Married,"16,52",12,7,2022
TR20981,121,2022-07-12,P3,7500,3,22500,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Crackers,26,0,Single,"2,93",12,7,2022
TR29295,90,2022-07-12,P6,18000,4,72000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Cashew,21,1,Single,0,12,7,2022
TR30261,103,2022-07-12,P10,15000,4,60000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Cheese Stick,31,1,Single,"4,01",12,7,2022
TR34405,133,2022-07-12,P5,4200,5,21000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Thai Tea,47,1,Married,"20,81",12,7,2022
TR3631,168,2022-07-12,P4,12000,3,36000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Potato Chip,27,0,Married,"4,88",12,7,2022
TR42847,220,2022-07-12,P10,15000,5,75000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Cheese Stick,45,0,Married,"16,35",12,7,2022
TR48273,6,2022-07-12,P1,8800,6,52800,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Choco Bar,23,0,Married,"2,33",12,7,2022
TR55797,260,2022-07-12,P5,4200,5,21000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Thai Tea,33,0,Single,"6,65",12,7,2022
TR76552,89,2022-07-12,P10,15000,4,60000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Cheese Stick,32,0,Married,"9,68",12,7,2022
TR84344,44,2022-07-12,P9,10000,5,50000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Yoghurt,40,0,Married,"10,65",12,7,2022
TR86305,282,2022-07-12,P8,16000,2,32000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Oat,55,0,Married,"11,38",12,7,2022
TR95040,175,2022-07-12,P10,15000,3,45000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Cheese Stick,60,0,Married,"9,7",12,7,2022
TR12695,392,2022-07-13,P8,16000,2,32000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Oat,45,0,Married,"19,68",13,7,2022
TR23573,64,2022-07-13,P4,12000,3,36000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Potato Chip,48,1,Married,"7,92",13,7,2022
TR35195,403,2022-07-13,P2,3200,3,9600,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Ginger Candy ,30,0,Married,"4,06",13,7,2022
TR3672,38,2022-07-13,P3,7500,6,45000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Crackers,56,0,Married,"14,32",13,7,2022
TR43134,427,2022-07-13,P7,9400,6,56400,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Coffee Candy,54,0,Married,"16,88",13,7,2022
TR51241,107,2022-07-13,P9,10000,7,70000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Yoghurt,38,1,Married,"9,85",13,7,2022
TR52524,80,2022-07-13,P1,8800,10,88000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Choco Bar,44,0,Married,"13,45",13,7,2022
TR53333,401,2022-07-13,P4,12000,3,36000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Potato Chip,45,0,Married,"4,08",13,7,2022
TR62617,132,2022-07-13,P7,9400,5,47000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Coffee Candy,41,0,Married,"17,69",13,7,2022
TR70841,71,2022-07-13,P4,12000,4,48000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Potato Chip,46,0,Married,"12,42",13,7,2022
TR74928,118,2022-07-13,P2,3200,3,9600,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Ginger Candy ,20,1,Single,"3,28",13,7,2022
TR94022,119,2022-07-13,P2,3200,4,12800,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Ginger Candy ,26,1,Single,"5,54",13,7,2022
TR2139,211,2022-07-14,P5,4200,4,16800,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Thai Tea,29,0,Married,"3,54",14,7,2022
TR37718,310,2022-07-14,P10,15000,2,30000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Cheese Stick,23,0,Married,"4,17",14,7,2022
TR44981,246,2022-07-14,P6,18000,3,54000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Cashew,40,1,Single,"21,81",14,7,2022
TR47252,190,2022-07-14,P6,18000,1,18000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Cashew,34,1,Married,"8,85",14,7,2022
TR58787,329,2022-07-14,P7,9400,4,37600,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Coffee Candy,19,1,Single,0,14,7,2022
TR641,380,2022-07-14,P4,12000,3,36000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Potato Chip,40,0,Married,"5,77",14,7,2022
TR68490,235,2022-07-14,P5,4200,4,16800,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Thai Tea,37,0,Married,"5,35",14,7,2022
TR80518,242,2022-07-14,P10,15000,1,15000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Cheese Stick,56,1,Married,"6,98",14,7,2022
TR86403,154,2022-07-14,P5,4200,4,16800,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Thai Tea,31,0,Married,"8,36",14,7,2022
TR92658,393,2022-07-14,P8,16000,1,16000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Oat,22,0,Single,0,14,7,2022
TR94823,156,2022-07-14,P3,7500,2,15000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Crackers,44,0,Married,"3,87",14,7,2022
TR15294,109,2022-07-15,P9,10000,1,10000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Yoghurt,35,1,Married,"10,04",15,7,2022
TR30164,422,2022-07-15,P4,12000,1,12000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Potato Chip,21,1,Single,"3,88",15,7,2022
TR33708,203,2022-07-15,P1,8800,3,26400,13,Buana,Buana,General Trade,"-1,26916","116,825264",Choco Bar,53,0,Married,"17,2",15,7,2022
